"COMP";"REGIAO";"UF";CO_IBGE;"MUNICIPIO";"MOTIVO_DESABILITACAO";"CNES";"NOME_ESTABELECIMENTO";"RAZAO_SOCIAL";"TP_GESTAO";"CO_TIPO_UNIDADE";"DS_TIPO_UNIDADE";"NATUREZA_JURIDICA";"DESC_NATUREZA_JURIDICA";"NO_LOGRADOURO";"NU_ENDERECO";"NO_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"NU_TELEFONE";"NO_EMAIL";LEITOS_EXISTENTES;LEITOS_SUS;UTI_TOTAL_EXIST;UTI_TOTAL_SUS;UTI_ADULTO_EXIST;UTI_ADULTO_SUS;UTI_PEDIATRICO_EXIST;UTI_PEDIATRICO_SUS;UTI_NEONATAL_EXIST;UTI_NEONATAL_SUS;UTI_QUEIMADO_EXIST;UTI_QUEIMADO_SUS;UTI_CORONARIANA_EXIST;UTI_CORONARIANA_SUS
"202606";"NORDESTE";"PE";"260190";"BEZERROS";;"2344246";"UNIDADE MISTA SAO JOSE DR RINALDO PACHECO VAZ";"PREFEITURA MUNICIPAL DOS BEZERROS";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA SAMUEL CUNHA";"S/N";;"CENTRO";"55660000";"(81)37281274";"deplan_bezerros@yahoo.com.br";"35";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260190";"BEZERROS";;"2344254";"HOSPITAL JESUS PEQUENINO";"ASSOCIACAO BENEFICENTE PERNAMBUCANA";"D";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"MAJOR APRIGIO DA FONSECA";"S/N";"ANEXO 1";"IRMA JULIA";"55660000";"81 37286200";"HJPEQ@HOTMAIL.COM";"126";"110";"30";"30";"30";"30";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261250";"SANTA CRUZ DO CAPIBARIBE";;"2344289";"HOSPITAL MUNICIPAL RAYMUNDO FRANCELINO ARAGAO";"PREFEITURA MUNICIPAL DE SANTA CRUZ DO CAPIBARIBE";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA 29 DE DEZEMBRO";"767";;"SAO CRISTOVAO";"55194300";"(81)37311175";"smstcruz@ig.com.br";"70";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260450";"CHA GRANDE";;"2344408";"HOSPITAL GERAL ALFREDO ALVES DE LIMA";"PREFEITURA MUNCIPAL DE CHA GRANDE";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AV 20 DE DEZEMBRO";"148";;"CENTRO";"55636000";"(81)35371315";;"40";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261170";"RIACHO DAS ALMAS";;"2344491";"UNIDADE HOSPITALAR JOAO SOARES DA FONSECA";"PREFEITURA MUNICIPAL DE RIACHO DAS ALMAS";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA JUSTO FERNANDES DA MOTA";"68";;"CENTRO";"55120000";"(81)37451133";"rasaude@hotmail.com";"39";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260960";"OLINDA";;"2344807";"HOSPITAL ESPERANCA OLINDA";"REDE DOR SAO LUIZ S A";"M";"05";"HOSPITAL GERAL";"2046";"HOSPITAL_PRIVADO";"AV JOSE AUGUSTO MOREIRA";"810";;"CASA CAIADA";"53130410";"(81) 34328000";"contatos@prontolinda.com.br";"182";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"202606";"NORDESTE";"PE";"260960";"OLINDA";;"2344858";"MATERNIDADE BRITES DE ALBUQUERQUE";"SECRETARIA DE SAUDE";"E";"05";"HOSPITAL GERAL";"1023";"HOSPITAL_PÚBLICO";"RODOVIA PE15 KM 2";"S/N";;"CIDADE TABAJARA";"53060685";"(81)34930827";"acfil@uol.com.br";"150";"60";"90";"0";"60";"0";"30";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260960";"OLINDA";;"2344882";"HOSPITAL DO TRICENTENARIO";"HOSPITAL DO TRICENTENARIO";"D";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA FARIAS NEVES SOBRINHO";"232";;"BAIRRO NOVO";"53120420";"(81)34292622";"htri@elogica.com.br";"189";"189";"40";"40";"40";"40";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260200";"BODOCO";;"2345374";"HOSPITAL MUNICIPAL EULINA SILVA LOCIO DE ALENCAR";"PREFEITURA MUNICIPAL DE BODOCO";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AV JOSE PIRES DA SILVA";"S/N";;"CENTRO";"56220000";"(87)38781084";"SAUDEBODOCO@GMAIL.COM";"29";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260410";"CARUARU";;"2345889";"INSTITUTO PERNAMBUCANO I P";"INSTITUTO PERNANBUCANO DE CIRURGIA E ORTOPEDIA LTDA";"D";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"AV AGAMENON MAGALHAES";"961";;"MAURICIO DE NASSAU";"55004901";"(81)37214002";"institutopernambuco@hotmail.com";"16";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261530";"TIMBAUBA";;"2346621";"HOSPITAL FERREIRA LIMA";"INSTITUTO JOAO FERREIRA LIMA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"DOUTOR FERREIRA LIMA";"S/N";;"MOCOSINHO";"55872612";"81 93787408";"HFLIMA.DPRH@GMAIL.COM";"141";"101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260840";"JUREMA";;"2346826";"UNIDADE HOSPITALAR SANTA QUITERIA";"MUNICIPIO DE JUREMA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA JOSE SIMPLICIO DA SILVA";"S/N";;"CENTRO";"55480000";"(81)37951100";;"27";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260670";"IBIRAJUBA";;"2346850";"HOSPITAL PROFESSOR JORGE DE OLIVEIRA LOBO";"PREFEITURA DE IBIRAJUBA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA DAS FLORES";"S/N";;"CENTRO";"55390000";"87-37941130";"saudeibira@ig.com.br";"20";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260380";"CAPOEIRAS";;"2346869";"HOSPITAL MUNICIPAL QUITERIA ALVES VILELA";"MUNICIPIO DE CAPOEIRAS";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA OSVALDO CRUZ";"S/N";;"CENTRO";"55365000";"87 37961026";;"18";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260760";"ILHA DE ITAMARACA";;"2347199";"HOSPITAL ALZIRA FIGUEIREDO DE ANDRADE OLIVEIRA";"PREFEITURA MUNICIPAL DA ILHA DE ITAMARACA";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"AV JOAO PESSOA GUERRA";"536";;"BAIXA VERDE";"53900000";"(81)35441340";"SAUDEILHADEITAMARACA@GMAIL.COM";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260680";"IGARASSU";;"2347342";"HOSPITAL COLONIA PROFESSOR ALCIDES CODICEIRA";"SECRETARIA DE SAUDE";"E";"07";"HOSPITAL ESPECIALIZADO";"1147";"HOSPITAL_PÚBLICO";"AV BARAO DE VERA CRUZ";"S/N";;"CRUZ DE REBOUCAS";"53610970";"(81)35430120";;"82";"82";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261153";"QUIXABA";;"2347652";"UNIDADE MISTA MARIA ALVES DOS SANTOS";"MUNICIPIO DE QUIXABA";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA PADRE MACIEL";"100";"TERREO";"CENTRO";"56828000";"(87)38548262";"ssquixaba@gmail.com";"13";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261390";"SERRA TALHADA";;"2348489";"HOSPITAL PROFESSOR AGAMENON MAGALHAES";"SECRETARIA DE SAUDE";"E";"05";"HOSPITAL GERAL";"1023";"HOSPITAL_PÚBLICO";"MANOEL PEREIRA DA SILVA";"955";;"NOSSA SENHORA DA PEN";"56903490";"(87)3831-9600";;"66";"56";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261460";"TABIRA";;"2348497";"HOSPITAL DR LUIZ JOSE DA SILVA NETO";"PREFEITURA MUNICIPAL DE TABIRA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AV RAIMUNDO FERREIRA";"167";;"CENTRO";"56780000";"(81)38471034";"smstabirape@ig.com.br";"51";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260340";"CALUMBI";;"2348713";"UNIDADE MISTA DE SAUDE VEREADOR SILVINO CORDEIRO";"PREFEITURA MUNICIPAL DE CALUMBI";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA JOAO AGOSTINHO DE LIMA";"S/N";;"CENTRO";"56930000";"(87)38451111";;"17";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261070";"PAULISTA";;"2349205";"PRONTOCLINICA TORRES GALVAO";"PREFEITURA MUNICIPAL DO PAULISTA";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"AV MARECHAL FLORIANO PEIXOTO";"S/N";"VILA TORRES GALVAO";"CENTRO";"53401460";"81 99515-0033";"saudepaulista@ig.com.br";"6";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260805";"JATOBA";;"2349361";"HOSPITAL MUNICIPAL DE JATOBA";"PREFEITURA MUNICIPAL DE JATOBA";"M";"05";"HOSPITAL GERAL";"1031";"HOSPITAL_PÚBLICO";"ELETROBRAS NORTE";"S/N";;"ITAPARICA";"56470000";"87 38515044";;"17";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261400";"SERRITA";;"2349566";"HOSPITAL GERAL IMACULADA CONCEICAO";"PREFEITURA MUNICIPAL DE SERRITA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"PRACA CEL CHICO ROMAO";"525";;"CENTRO";"56140000";"(87)38821115";;"32";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260160";"BELEM DO SAO FRANCISCO";;"2349574";"HOSPITAL DR JOSE ALVENTINO LIMA";"PREFEITURA MUNICIPAL DE BELEM DO SAO FRANCISCO";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA DOS ARTIFICES";"277";;"CENTRO";"56440000";;;"23";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261550";"TRACUNHAEM";;"2349728";"UNIDADE MISTA MARIA GERCINA DA SILVA";"PREFEITURA MUNICIPAL DE TRACUNHAEM";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"LARGO DA MATERNIDADE";"S/N";;"NOVO";"55805970";"(81)36461201";;"11";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261120";"POCAO";;"2349906";"HOSPITAL MUNICIPAL SAO SEBASTIAO";"FUNDO MUNICIPAL DE SAUDE DE POCAO";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA FREI HERCULANO";"132";;"CENTRO";"55240000";"(81)38341192";;"23";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260490";"CUMARU";;"2350246";"UNIDADE MISTA SANTA TEREZINHA";"PREFEITURA MUNICIPAL DE CUMARU";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA SEVERINO LEMOS";"S/N";;"CENTRO";"55655000";"(81)36441192";;"21";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260515";"DORMENTES";;"2350289";"HOSPITAL MUNICIPAL NOSSA SENHORA DA PAZ";"PREFEITURA MUNICIPAL DE DORMENTES";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA JOSE CLEMENTINO COELHO RODRIGUES";"60";;"CENTRO";"56355000";"8738651807";;"28";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260330";"CALCADO";;"2351048";"U M NOSSA SENHORA DE LOURDES";"FUNDO MUNICIPAL DE SAUDE DE CALCADO";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"AV CANDIDO ALEXANDRE";"383";"PREDIO";"CENTRO";"55375000";"(87) 98105-2728";;"11";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261390";"SERRA TALHADA";;"2351633";"HOSPITAL MEMORIAL SAO VICENTE";"INSTITUTO BENEFICENTE DO SERTAO PERNAMBUCANO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"JOAQUIM GODOY";"600";;"NOSSA SENHORA DA PEN";"56912450";"87 38319159";"PRESIDENCIA.IBESP@GMAIL.COM";"71";"36";"10";"10";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261390";"SERRA TALHADA";;"2351668";"MATERNIDADE DE DR LUIZ LEITE";"CASA DE SAUDE E MATERNIDADE CLOTILDE SOUTO MAIOR";"M";"20";"PRONTO SOCORRO GERAL";"2240";"HOSPITAL_PRIVADO";"RUA TIBURTINO BARBOSA NOGUEIRA";"S/N";;"CENTRO";"56903390";"(81)38311022";;"45";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261618";"VERTENTE DO LERIO";;"2352087";"POLICLINICA VERTENTE DO LERIO";"PREFEITURA MUNICIPAL DE VERTENTE DO LERIO";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA JOAQUIM TAVORA";"100";;"CENTRO";"55760000";"(81)36347162";;"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261300";"SAO BENTO DO UNA";;"2352133";"HOSPITAL MUNICIPAL DR JOSE ANTONIO DE SIQUEIRA NETO";"PREFEITURA MUNICIPAL DE SAO BENTO DO UNA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AV MANOEL CANDIDO";"210";;"CENTRO";"55370027";"(81)37350714";"secsaude_sbu@yahoo.com.br";"55";"55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261270";"SANTA MARIA DO CAMBUCA";;"2352311";"HOSPITAL MUNICIPAL SANTINA FALCAO";"PREFEITURA MUNICIPAL SANTA MARIA DO CAMBUCA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA DR MIGUEL BRAZ";"S/N";;"CENTRO";"55765000";"81-37571130";;"12";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261160";"RECIFE";;"2352516";"HOSPITAL JAYME DA FONTE";"ORGANIZACAO HOSPITALAR DE PERNAMBUCO LTDA";"E";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"RUA DAS PERNAMBUCANAS";"107";;"GRACAS";"52011010";"(81) 3416-0000";"marketing@jaymedafonte.com.br";"104";"3";"18";"0";"8";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"202606";"NORDESTE";"PE";"260240";"BREJAO";;"2352524";"HOSPITAL MUNICIPAL ALICE FIGUEIRA";"MUNICIPIO DE BREJAO";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA BACHAREL FRANCISCO PEREIRA LOPES";"0";;"CENTRO";"55325000";"(87) 37891154";;"16";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260765";"ITAMBE";;"2352559";"UNIDADE MISTA DR HERCILIO MORAES BORBA";"PREFEITURA MUNICIPAL DE ITAMBE";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA SAO SEBASTIAO";"26";;"CENTRO";"55920000";"(81)36351192";;"42";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260910";"MACHADOS";;"2352575";"HOSPITAL EDISON ALVARES";"PREFEITURA MUNICIPAL DE MACHADOS";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA JOSE ALEXANDRE";"S/N";;"CENTRO";"55740000";"(81)36491162";;"15";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260430";"CEDRO";;"2352761";"UNIDADE MISTA JOSE URIAS NOVAES";"PREFEITURA MUNICIPAL DO CEDRO";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA JOSE INACIO LEITE";"121";;"CENTRO";"56130000";;;"18";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261480";"TACARATU";;"2353296";"UNIDADE MISTA EDMIR FERRAZ GOMINHO";"MUNICIPIO DE TACARATU";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA DA AURORA";"S/N";;"CENTRO";"56480000";"(87)38431121";;"15";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260870";"LAGOA DOS GATOS";;"2353954";"UNIDADE MISTA SANTA ROSA";"PREFEITURA MUNICIPAL DA LAGOA DOS GATOS";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA SAO SEBASTIAO";"S/N";;"CENTRO";"55450000";;;"11";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261380";"SAO VICENTE FERRER";;"2354454";"UNIDADE MISTA EDSON REGIS DE CARVALHO";"MUNICIPIO DE SAO VICENTE FERRER";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA JOAO DE ARAUJO";"S/N";;"CENTRO";"55860000";"(81)36551146";;"29";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261450";"SURUBIM";;"2354551";"HOSPITAL SAO LUIZ";"ASSOC PROTECAO MAT INFANCIA SURUBIM";"D";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA MARIA BARBOSA";"S/N";;"CENTRO";"55750000";"(81)36341192";;"180";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260500";"CUPIRA";;"2354845";"HOSPITAL MUNICIPAL JOSE VERISSIMO DE SOUZA";"MUNICIPIO DE CUPIRA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVN JULIO LEITAO DE MELO";"S/N";;"CENTRO";"55460000";;;"20";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261160";"RECIFE";;"2354888";"HOSPITAL DE OLHOS SANTA LUZIA";"HOSPITAL DE OLHOS SANTA LUZIA LTDA";"E";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"EST DO ENCANAMENTO";"873";"E 909";"CASA FORTE";"52070000";"81 21219100";"financeiro@hospitalsantaluzia.com.br";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261160";"RECIFE";;"2354942";"SEOPE";"SEOPE SERVICO OFTALMOLOGICO DE PERNAMBUCO LTDA";"D";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA ANTONIO GOMES DE FREITAS";"191";;"ILHA DO LEITE";"50070480";"(81)34234166";"seope@seope.com.br";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260470";"CORRENTES";;"2355841";"HOSPITAL MAE KYOLA";"PREFEITURA MUNICIPAL DAS CORRENTES";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"PCA HERCILIO VICTOR";"S/N";;"CENTROQ";"55315000";"(87)37721158";"smsocorrentes@bol.com.br";"29";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261160";"RECIFE";;"2355906";"HOSPITAL ESPERANCA S A";"HOSPITAL ESPERANCA SA";"E";"05";"HOSPITAL GERAL";"2054";"HOSPITAL_PRIVADO";"ANTONIO GOMES DE FREITAS";"265";"ENTR SUPL";"ILHA DO LEITE";"50070480";"81 31317478";;"250";"3";"114";"3";"64";"2";"30";"1";"0";"0";"0";"0";"20";"0"
"202606";"NORDESTE";"PE";"261160";"RECIFE";;"2355922";"HOPE 1";"HOPE HOSPITAL DE OLHOS DE PERNAMBUCO LTDA";"E";"07";"HOSPITAL ESPECIALIZADO";"2062";"HOSPITAL_PRIVADO";"RUA FRANCISCO ALVES";"887";;"ILHA DO LEITE";"50070485";"(81)33024243";"ana.cunha@hope.com.br";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"260040";"AGUA PRETA";;"2356279";"HOSPITAL MUNICIPAL CIENTISTA NELSON CHAVES";"PREFEITURA MUNICIPAL DE AGUA PRETA";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA BARRA DO OURO";"S/N";;"EUDOCIA";"55550000";"(81)36811188";;"50";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261220";"SALGUEIRO";;"2356287";"HOSPITAL REGIONAL INACIO DE SA";"SECRETARIA DE SAUDE";"E";"05";"HOSPITAL GERAL";"1023";"HOSPITAL_PÚBLICO";"RUA ANTONIO DE ALENCAR SAMPAIO";"346";;"PLANALTO";"56000000";"(87)38718319";"hris@saude.pe.gov.br";"159";"138";"20";"0";"10";"0";"3";"0";"7";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261150";"QUIPAPA";;"2356430";"HOSPITAL MUNICIPAL MARIA DIGNA PESSOA DE MELLO";"MUNICIPIO DE QUIPAPA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA PROFESSOR NIVALDO MAURICIO SANTOS";"S/N";;"CENTRO";"55415000";"(81)36851173";;"19";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PE";"261140";"PRIMAVERA";;"2356449";"PRONTO ATENDIMENTO MENINO DEUS";"PREFEITURA MUNICIPAL DE PRIMAVERA";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA SAO SEVERINO";"S/N";;"JOAO MURILO";"55510000";"(81) 35621126";"saudeprimavera@oi.com.br";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PB";"250750";"JOAO PESSOA";;"2356805";"CENTRO TRATAMENTO DA VISAO";"CENTRO DE TRATAMENTO DA VISAO S S LTDA";"M";"05";"HOSPITAL GERAL";"2062";"HOSPITAL_PRIVADO";"LOC PRACA DA INDEPENDENCIA";"35";;"CENTRO";"58020544";;;"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PB";"251530";"SAPE";;"2357445";"HOSPITAL REGIONAL DR SA ANDRADE";"PREFEITURA MUNICIPAL DE SAPE";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVENIDA GENTIL LINS";"46";;"CENTRO";"58340000";"(83)2832518";;"78";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PB";"250750";"JOAO PESSOA";;"2357615";"CLINICA OFTALMOLOGICA DR ANTONIO DE PADUA SILVEIRA";"ANTONIO DE PADUA SILVEIRA";"M";"05";"HOSPITAL GERAL";"2135";"HOSPITAL_PRIVADO";"RUA DEPUTADO JOSE MARIZ";"503";;"TAMBAUZINHO";"58042020";"(83)2445300";;"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PB";"251420";"SAO JOSE DA LAGOA TAPADA";;"2357631";"HOSPITAL MUNICIPAL CACILDA BRAGA";"MUNICIPIO DE SAO JOSE DA LAGOA TAPADA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA CAP MANOEL DE ARAUJO";"S/N";;"CENTRO";"58815000";;"sms.sgp@saude.pb.gov.br";"6";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORDESTE";"PB";"250060";"ALHANDRA";;"2357658";"HOSPITAL MUNICIPAL ALFREDO DE ALMEIDA FERREIRA";"HOSPITAL MUNICIPAL ALFREDO DE ALMEIDA FERREIRA";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AV PRESIDENTE JOAO PESSOA";"S/N";;"CENTRO";"58320000";;;"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORTE";"TO";"171360";"MONTE DO CARMO";;"2359693";"HOSPITAL DE PEQUENO PORTE DE MONTE DO CARMO";"PREFEITURA MUNICIPAL DE MONTE DO CARMO";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AVN SILVINO AMARAL";"S/N";;"VILA NOVA";"77585000";"992332608";"montedocarmo@saude.to.gov.br";"15";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202606";"NORTE";"PA";"150800";"TOME-ACU";;"2360411";"HOSPITAL MUNICIPAL DE TOME ACU";"FUNDO MUNICIPAL DE SAUDE";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"AV DIONISIO BENTES PA140";"S/N";;"CENTRO";"68680000";"(91)37341234";;"73";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
