id;hospital;endereco;latitude;longitude;geocode_status;geocode_provider;geocode_accuracy;geocode_error_message;status_code;observacao;place_id;osm_type;osm_id;display_name;importance;feature_class;feature_type;address_city;address_state;address_country;query_used;api_response
11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;RUA LUCAS DE LEYDE, 257 - VILA ANTONIO, SAO PAULO, SP;-23.5777487;-46.7648420;ok;nominatim;high;;200;;9043309;way;1348051378;Hospital Municipal e Maternidade Professor  Mario Degni, 257, Rua Lucas de Leyde, Jardim Ester, Parque dos Príncipes, Rio Pequeno, São Paulo, Região Sudeste, 05372-110, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;RUA LUCAS DE LEYDE, 257 - 05376010;"{""place_id"": 9043309, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1348051378, ""lat"": ""-23.5777487"", ""lon"": ""-46.7648420"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal e Maternidade Professor  Mario Degni"", ""display_name"": ""Hospital Municipal e Maternidade Professor  Mario Degni, 257, Rua Lucas de Leyde, Jardim Ester, Parque dos Príncipes, Rio Pequeno, São Paulo, Região Sudeste, 05372-110, Brasil"", ""address"": {""amenity"": ""Hospital Municipal e Maternidade Professor  Mario Degni"", ""house_number"": ""257"", ""road"": ""Rua Lucas de Leyde"", ""quarter"": ""Jardim Ester"", ""suburb"": ""Parque dos Príncipes"", ""city_district"": ""Rio Pequeno"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05372-110"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5787204"", ""-23.5771631"", ""-46.7653750"", ""-46.7640473""]}"
12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;AV PROF LINEU PRESTES, 2565 - BUTANTA, SAO PAULO, SP;-23.5649058;-46.7409515;ok;nominatim;high;;0;;8975291;way;158788584;Hospital Universitário, 2565, Avenida Professor Lineu Prestes, Butantã, São Paulo, Região Sudeste, 05508-000, Brasil;0.4446133857442175;;hospital;São Paulo;São Paulo;Brasil;AV PROF LINEU PRESTES, 2565 - BUTANTA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8975291, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 158788584, ""lat"": ""-23.5649058"", ""lon"": ""-46.7409515"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 0.4446133857442175, ""addresstype"": ""amenity"", ""name"": ""Hospital Universitário"", ""display_name"": ""Hospital Universitário, 2565, Avenida Professor Lineu Prestes, Butantã, São Paulo, Região Sudeste, 05508-000, Brasil"", ""address"": {""amenity"": ""Hospital Universitário"", ""house_number"": ""2565"", ""road"": ""Avenida Professor Lineu Prestes"", ""suburb"": ""Butantã"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05508-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5658343"", ""-23.5636331"", ""-46.7425797"", ""-46.7397181""]}"
13;CAISM PHILIPPE PINEL SAO PAULO;AV RAIMUNDO PEREIRA DE MAGALHAES, 5214 - PIRITUBA, SAO PAULO, SP;-23.4869816;-46.7239346;ok;nominatim;high;;0;;8515185;way;79877355;Centro de Atenção Integrada à Saúde Mental Philippe Pinel, 5214, Avenida Raimundo Pereira de Magalhães, Piqueri, Pirituba, São Paulo, Região Sudeste, 02945-040, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;AV RAIMUNDO PEREIRA DE MAGALHAES, 5214 - PIRITUBA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8515185, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 79877355, ""lat"": ""-23.4869816"", ""lon"": ""-46.7239346"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Centro de Atenção Integrada à Saúde Mental Philippe Pinel"", ""display_name"": ""Centro de Atenção Integrada à Saúde Mental Philippe Pinel, 5214, Avenida Raimundo Pereira de Magalhães, Piqueri, Pirituba, São Paulo, Região Sudeste, 02945-040, Brasil"", ""address"": {""amenity"": ""Centro de Atenção Integrada à Saúde Mental Philippe Pinel"", ""house_number"": ""5214"", ""road"": ""Avenida Raimundo Pereira de Magalhães"", ""suburb"": ""Piqueri"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02945-040"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4880054"", ""-23.4855749"", ""-46.7251542"", ""-46.7228936""]}"
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;AV FRANCISCO FALCONI, 1501 - VILA ALPINA, SAO PAULO, SP;-23.5930526;-46.5607618;ok;nominatim;high;;0;;8855708;way;195664900;Hospital Estadual Vila Alpina, 1501, Avenida Francisco Falconi, Vila Alpina, Vila Prudente, São Paulo, Região Sudeste, 03227-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;AV FRANCISCO FALCONI, 1501 - VILA ALPINA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8855708, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 195664900, ""lat"": ""-23.5930526"", ""lon"": ""-46.5607618"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Estadual Vila Alpina"", ""display_name"": ""Hospital Estadual Vila Alpina, 1501, Avenida Francisco Falconi, Vila Alpina, Vila Prudente, São Paulo, Região Sudeste, 03227-000, Brasil"", ""address"": {""amenity"": ""Hospital Estadual Vila Alpina"", ""house_number"": ""1501"", ""road"": ""Avenida Francisco Falconi"", ""suburb"": ""Vila Alpina"", ""city_district"": ""Vila Prudente"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""03227-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5938614"", ""-23.5922764"", ""-46.5626876"", ""-46.5600426""]}"
15;HOSP MUN PIRITUBA JOSE SOARES HUNGRIA;AVENIDA MENOTTI LAUDISIO, 100 - PIRITUBA, SAO PAULO, SP;-23.4845293;-46.7275153;ok;nominatim;high;;0;;8606285;way;79442277;Hospital Municipal Doutor José Soares Hungria, 100, Avenida Menotti Laudisio, Jardim Líbano, Piqueri, Pirituba, São Paulo, Região Sudeste, 02945-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;AVENIDA MENOTTI LAUDISIO, 100 - PIRITUBA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8606285, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 79442277, ""lat"": ""-23.4845293"", ""lon"": ""-46.7275153"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal Doutor José Soares Hungria"", ""display_name"": ""Hospital Municipal Doutor José Soares Hungria, 100, Avenida Menotti Laudisio, Jardim Líbano, Piqueri, Pirituba, São Paulo, Região Sudeste, 02945-000, Brasil"", ""address"": {""amenity"": ""Hospital Municipal Doutor José Soares Hungria"", ""house_number"": ""100"", ""road"": ""Avenida Menotti Laudisio"", ""neighbourhood"": ""Jardim Líbano"", ""suburb"": ""Piqueri"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02945-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4856336"", ""-23.4836530"", ""-46.7285330"", ""-46.7265242""]}"
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;RUA ANGELO DE CANDIA, 540 - SAO MATEUS, SAO PAULO, SP;-23.5947358;-46.4867109;ok;nominatim;high;;0;;8814414;way;437648955;Hospital Geral de São Mateus, 540, Rua Ângelo de Cândia, Jardim Imperador, São Mateus, São Paulo, Região Sudeste, 03958-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;HOSPITAL GERAL DE SAO MATEUS SAO PAULO, RUA ANGELO DE CANDIA, 540 - SAO MATEUS, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8814414, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 437648955, ""lat"": ""-23.5947358"", ""lon"": ""-46.4867109"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Geral de São Mateus"", ""display_name"": ""Hospital Geral de São Mateus, 540, Rua Ângelo de Cândia, Jardim Imperador, São Mateus, São Paulo, Região Sudeste, 03958-000, Brasil"", ""address"": {""amenity"": ""Hospital Geral de São Mateus"", ""house_number"": ""540"", ""road"": ""Rua Ângelo de Cândia"", ""suburb"": ""Jardim Imperador"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""03958-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5954600"", ""-23.5940117"", ""-46.4872724"", ""-46.4861494""]}"
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;AVENIDA NAZARE, 28 - IPIRANGA, SAO PAULO, SP;-23.5842030;-46.6116295;ok;nominatim;high;;0;;8839690;way;467681159;Hospital Ipiranga, 28, Avenida Nazaré, Ipiranga, São Paulo, Região Sudeste, 04262-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;AVENIDA NAZARE, 28 - IPIRANGA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8839690, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 467681159, ""lat"": ""-23.5842030"", ""lon"": ""-46.6116295"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Ipiranga"", ""display_name"": ""Hospital Ipiranga, 28, Avenida Nazaré, Ipiranga, São Paulo, Região Sudeste, 04262-000, Brasil"", ""address"": {""amenity"": ""Hospital Ipiranga"", ""house_number"": ""28"", ""road"": ""Avenida Nazaré"", ""suburb"": ""Ipiranga"", ""city_district"": ""Ipiranga"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04262-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5846982"", ""-23.5838803"", ""-46.6121370"", ""-46.6111008""]}"
18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;RUA VOLUNTARIOS DA PATRIA, 4301 - SANTANA, SAO PAULO, SP;-23.4849783;-46.6314355;ok;nominatim;high;;0;;8683899;relation;3281462;Conjunto Hospitalar do Mandaqui, 4301, Rua Voluntários da Pátria, Alto de Santana, Santana, São Paulo, Região Sudeste, 02401-400, Brasil;0.4353606624145101;;hospital;São Paulo;São Paulo;Brasil;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO, RUA VOLUNTARIOS DA PATRIA, 4301 - SANTANA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8683899, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""relation"", ""osm_id"": 3281462, ""lat"": ""-23.4849783"", ""lon"": ""-46.6314355"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 0.4353606624145101, ""addresstype"": ""amenity"", ""name"": ""Conjunto Hospitalar do Mandaqui"", ""display_name"": ""Conjunto Hospitalar do Mandaqui, 4301, Rua Voluntários da Pátria, Alto de Santana, Santana, São Paulo, Região Sudeste, 02401-400, Brasil"", ""address"": {""amenity"": ""Conjunto Hospitalar do Mandaqui"", ""house_number"": ""4301"", ""road"": ""Rua Voluntários da Pátria"", ""suburb"": ""Alto de Santana"", ""city_district"": ""Santana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02401-400"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4867695"", ""-23.4830889"", ""-46.6332399"", ""-46.6294796""]}"
19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;AV MARECHAL TITO, 6035 - ITAIM PAULISTA, SAO PAULO, SP;-23.4924231;-46.3889814;ok;nominatim;high;;200;;8694629;way;319792790;Hospital Santa Marcelina do Itaim Paulista O.S.S, 6035, Avenida Marechal Tito, Vila Itaim, Jardim São Luís (Zona leste), Itaim Paulista, São Paulo, Região Sudeste, 08115-100, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;AV MARECHAL TITO, 6035 - ITAIM PAULISTA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8694629, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 319792790, ""lat"": ""-23.4924231"", ""lon"": ""-46.3889814"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Santa Marcelina do Itaim Paulista O.S.S"", ""display_name"": ""Hospital Santa Marcelina do Itaim Paulista O.S.S, 6035, Avenida Marechal Tito, Vila Itaim, Jardim São Luís (Zona leste), Itaim Paulista, São Paulo, Região Sudeste, 08115-100, Brasil"", ""address"": {""amenity"": ""Hospital Santa Marcelina do Itaim Paulista O.S.S"", ""house_number"": ""6035"", ""road"": ""Avenida Marechal Tito"", ""neighbourhood"": ""Vila Itaim"", ""suburb"": ""Jardim São Luís (Zona leste)"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""08115-100"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4933870"", ""-23.4914681"", ""-46.3900733"", ""-46.3879965""]}"
20;HOSP MUN PROF DR WALDOMIRO DE PAULA;RUA AUGUSTO CARLOS BAUMANN, 1074 - ITAQUERA, SAO PAULO, SP;-23.5321357;-46.4472128;ok;nominatim;low;;200;;8699046;way;272661161;Rua Augusto Carlos Bauman, Vila Carmosina, Itaquera, São Paulo, Região Sudeste, 08210-540, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;RUA AUGUSTO CARLOS BAUMANN, 1074 - ITAQUERA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8699046, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 272661161, ""lat"": ""-23.5321357"", ""lon"": ""-46.4472128"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Rua Augusto Carlos Bauman"", ""display_name"": ""Rua Augusto Carlos Bauman, Vila Carmosina, Itaquera, São Paulo, Região Sudeste, 08210-540, Brasil"", ""address"": {""road"": ""Rua Augusto Carlos Bauman"", ""quarter"": ""Vila Carmosina"", ""suburb"": ""Itaquera"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""08210-540"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5325274"", ""-23.5317431"", ""-46.4478428"", ""-46.4465833""]}"
21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;RUA FRANCISCO OTAVIO PACCA, 180 - PARQUE DAS NACOES, SAO PAULO, SP;-23.6911520;-46.5848155;ok;nominatim;low;;200;;9047908;way;269098990;Oficina Brasil, 1937, Avenida Piraporinha, Piraporinha, Diadema, São Paulo, Região Sudeste, 09950-000, Brasil;7.861829556720863e-05;;car_repair;Diadema;São Paulo;Brasil;04822030, 180, SAO PAULO, SP, Brasil;"{""place_id"": 9047908, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 269098990, ""lat"": ""-23.6911520"", ""lon"": ""-46.5848155"", ""category"": ""shop"", ""type"": ""car_repair"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""shop"", ""name"": ""Oficina Brasil"", ""display_name"": ""Oficina Brasil, 1937, Avenida Piraporinha, Piraporinha, Diadema, São Paulo, Região Sudeste, 09950-000, Brasil"", ""address"": {""shop"": ""Oficina Brasil"", ""house_number"": ""1937"", ""road"": ""Avenida Piraporinha"", ""suburb"": ""Piraporinha"", ""city_district"": ""Diadema"", ""city"": ""Diadema"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""09950-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6912159"", ""-23.6910783"", ""-46.5849354"", ""-46.5846886""]}"
22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;AV CELSO GARCIA, 2477 - BELENZINHO, SAO PAULO, SP;-23.5359031;-46.5887061;ok;nominatim;high;;200;;8847125;way;463619231;Hospital Maternidade Leonor Mendes de Barros, 2477, Avenida Celso Garcia, Belém, São Paulo, Região Sudeste, 03015-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;AV CELSO GARCIA, 2477 - 03015000;"{""place_id"": 8847125, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 463619231, ""lat"": ""-23.5359031"", ""lon"": ""-46.5887061"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Maternidade Leonor Mendes de Barros"", ""display_name"": ""Hospital Maternidade Leonor Mendes de Barros, 2477, Avenida Celso Garcia, Belém, São Paulo, Região Sudeste, 03015-000, Brasil"", ""address"": {""amenity"": ""Hospital Maternidade Leonor Mendes de Barros"", ""house_number"": ""2477"", ""road"": ""Avenida Celso Garcia"", ""suburb"": ""Belém"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""03015-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5365735"", ""-23.5352205"", ""-46.5896561"", ""-46.5878076""]}"
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;RUA SANTA CRUZ, 81 - VILA MARIANA, SAO PAULO, SP;-23.5966194;-46.6358133;ok;nominatim;high;;200;;8787168;way;1077044306;Centro de Referência e Treinamento DST/Aids-SP, 81, Rua Santa Cruz, Vila Mariana, São Paulo, Região Sudeste, 04121-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;RUA SANTA CRUZ, 81 - VILA MARIANA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8787168, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1077044306, ""lat"": ""-23.5966194"", ""lon"": ""-46.6358133"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Centro de Referência e Treinamento DST/Aids-SP"", ""display_name"": ""Centro de Referência e Treinamento DST/Aids-SP, 81, Rua Santa Cruz, Vila Mariana, São Paulo, Região Sudeste, 04121-000, Brasil"", ""address"": {""amenity"": ""Centro de Referência e Treinamento DST/Aids-SP"", ""house_number"": ""81"", ""road"": ""Rua Santa Cruz"", ""suburb"": ""Vila Mariana"", ""city_district"": ""Vila Mariana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04121-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5969243"", ""-23.5963444"", ""-46.6359613"", ""-46.6356600""]}"
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;RUA OUVIDOR PORTUGAL, 230 - CAMBUCI, SAO PAULO, SP;-23.5696701;-46.6134492;ok;nominatim;high;;200;;8931936;node;1693998312;Hospital Militar de Área de São Paulo, 230, Rua Ouvidor Portugal, Vila Monumento, Cambuci, São Paulo, Região Sudeste, 01551-010, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;HOSPITAL MILITAR DE AREA DE SAO PAULO, RUA OUVIDOR PORTUGAL, 230 - CAMBUCI, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8931936, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 1693998312, ""lat"": ""-23.5696701"", ""lon"": ""-46.6134492"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Militar de Área de São Paulo"", ""display_name"": ""Hospital Militar de Área de São Paulo, 230, Rua Ouvidor Portugal, Vila Monumento, Cambuci, São Paulo, Região Sudeste, 01551-010, Brasil"", ""address"": {""amenity"": ""Hospital Militar de Área de São Paulo"", ""house_number"": ""230"", ""road"": ""Rua Ouvidor Portugal"", ""suburb"": ""Vila Monumento"", ""city_district"": ""Cambuci"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01551-010"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5697201"", ""-23.5696201"", ""-46.6134992"", ""-46.6133992""]}"
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;AV RIO BRANCO, 1080 - CAMPOS ELISEOS, SAO PAULO, SP;-23.5343002;-46.6437496;ok;nominatim;low;;200;;8983991;way;998165463;1080, Avenida Rio Branco, Campos Elísios, Santa Cecília, São Paulo, Região Sudeste, 01206-001, Brasil;9.99999999995449e-06;;house;São Paulo;São Paulo;Brasil;AV RIO BRANCO, 1080 - 01206001;"{""place_id"": 8983991, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 998165463, ""lat"": ""-23.5343002"", ""lon"": ""-46.6437496"", ""category"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""1080, Avenida Rio Branco, Campos Elísios, Santa Cecília, São Paulo, Região Sudeste, 01206-001, Brasil"", ""address"": {""house_number"": ""1080"", ""road"": ""Avenida Rio Branco"", ""suburb"": ""Campos Elísios"", ""city_district"": ""Santa Cecília"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01206-001"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5343502"", ""-23.5342502"", ""-46.6437996"", ""-46.6436996""]}"
26;HOSP MUN INFANTIL MENINO JESUS;RUA DOS INGLESES, 258 - BELA VISTA, SAO PAULO, SP;-23.5602200;-46.6469982;ok;nominatim;low;;200;;9665640;way;1172464432;258, Rua dos Ingleses, Morro dos Ingleses, Bela Vista, São Paulo, Região Sudeste, 01329-000, Brasil;9.99999999995449e-06;;house;São Paulo;São Paulo;Brasil;RUA DOS INGLESES, 258 - BELA VISTA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9665640, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1172464432, ""lat"": ""-23.5602200"", ""lon"": ""-46.6469982"", ""category"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""258, Rua dos Ingleses, Morro dos Ingleses, Bela Vista, São Paulo, Região Sudeste, 01329-000, Brasil"", ""address"": {""house_number"": ""258"", ""road"": ""Rua dos Ingleses"", ""suburb"": ""Morro dos Ingleses"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01329-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5602700"", ""-23.5601700"", ""-46.6470482"", ""-46.6469482""]}"
27;HOSP DA AERONAUTICA DE SPHASP;OLAVO FONTOURA, 1400, SANTANA - SANTANA, SAO PAULO, SP;-23.5143658;-46.6366806;ok;nominatim;low;;200;;8978059;way;646945023;Avenida Olavo Fontoura, Carandiru, Santana, São Paulo, Região Sudeste, 02012-021, Brasil;0.05341195162890055;;primary;São Paulo;São Paulo;Brasil;OLAVO FONTOURA, 1400, SANTANA - SANTANA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8978059, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 646945023, ""lat"": ""-23.5143658"", ""lon"": ""-46.6366806"", ""category"": ""highway"", ""type"": ""primary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Olavo Fontoura"", ""display_name"": ""Avenida Olavo Fontoura, Carandiru, Santana, São Paulo, Região Sudeste, 02012-021, Brasil"", ""address"": {""road"": ""Avenida Olavo Fontoura"", ""suburb"": ""Carandiru"", ""city_district"": ""Santana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02012-021"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5150607"", ""-23.5141410"", ""-46.6407666"", ""-46.6325520""]}"
